-0.00390625,22.625
-0.00390625,22.6875
-0.00390625,22.6875
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,-0.00390625
-1,22.75
-0.00390625,22.75
-0.00390625,-1
-1,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
22.75,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,-0.00390625
22.75,-0.00390625
22.75,-0.00390625
22.75,22.75
-0.00390625,-1
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,-0.00390625
22.75,-0.00390625
-1,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-1,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
22.75,22.75
22.75,-0.00390625
22.75,-0.00390625
22.75,-0.00390625
22.75,22.75
-0.00390625,-1
-1,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
22.75,-0.00390625
22.75,-0.00390625
22.75,-0.00390625
22.75,22.75
-0.00390625,22.75
-1,22.75
-1,-1
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,-0.00390625
22.75,-0.00390625
22.8125,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,-1
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,-0.00390625
22.75,-0.00390625
22.8125,-0.00390625
22.8125,-0.00390625
22.8125,22.8125
-0.00390625,-0.00390625
-1,-1
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,-0.00390625
-1,22.8125
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.75
-0.00390625,-0.00390625
22.8125,-0.00390625
22.8125,-0.00390625
22.8125,22.8125
-0.00390625,22.75
-0.00390625,22.75
-0.00390625,-1
-0.00390625,22.8125
-0.00390625,22.875
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,-0.00390625
22.8125,-0.00390625
22.875,22.875
-0.00390625,22.875
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.75
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
-0.00390625,22.8125
